CellName,Monkeys,GeneNumber,UMI_counts,Region,cell_type
CAp.1_O.F.2_CE10_71,O.F.2,1751,32159,CAp,CA_EC1
CAp.1_O.F.2_CE10_72,O.F.2,2810,97698,CAp,AA_EC
CAp.1_O.F.2_CE10_73,O.F.2,1671,10725,CAp,CA_EC1
CAp.1_O.F.2_CE10_74,O.F.2,3682,203976,CAp,AA_EC
CAp.1_O.F.2_CE10_75,O.F.2,2417,47531,CAp,CA_EC1
CAp.1_O.F.2_CE10_77,O.F.2,4214,203908,CAp,CA_EC1
CAp.1_O.F.2_CE10_78,O.F.2,1255,15024,CAp,CA_EC1
CAp.1_O.F.2_CE10_79,O.F.2,3837,113294,CAp,CA_EC1
CAp.1_O.F.2_CE10_80,O.F.2,4618,349421,CAp,CA_EC1
CAp.1_O.F.2_CE10_81,O.F.2,2776,35164,CAp,CA_EC1
CAp.1_O.F.2_CE10_82,O.F.2,2421,33634,CAp,CA_EC1
CAp.1_O.F.2_CE10_83,O.F.2,2961,111430,CAp,CA_EC1
CAp.1_O.F.2_CE10_84,O.F.2,3869,136022,CAp,CA_EC2
CAp.1_O.F.2_CE10_85,O.F.2,1759,7149,CAp,CA_EC2
CAp.1_O.F.2_CE10_86,O.F.2,2926,125115,CAp,CA_EC1
CAp.1_O.F.2_CE10_87,O.F.2,1998,27114,CAp,CA_EC1
CAp.1_O.F.2_CE10_88,O.F.2,2576,29669,CAp,CA_EC1
CAp.1_O.F.2_CE10_89,O.F.2,2390,87377,CAp,LY_EC
CAp.1_O.F.2_CE10_90,O.F.2,1807,27439,CAp,CA_EC1
CAp.1_O.F.2_CE10_91,O.F.2,2827,63649,CAp,CA_EC1
CAp.1_O.F.2_CE10_92,O.F.2,2468,71921,CAp,CA_EC2
CAp.1_O.F.2_CE10_93,O.F.2,2231,27007,CAp,CA_EC1
CAp.1_O.F.2_CE10_94,O.F.2,3260,153978,CAp,CA_EC1
CAp.1_O.F.2_CE10_95,O.F.2,3529,45716,CAp,CA_EC1
CAp.1_O.F.2_CE10_96,O.F.2,3581,211683,CAp,CA_EC2
CAp.2_O.F.2_CE10_1,O.F.2,4341,147753,CAp,CA_EC1
CAp.2_O.F.2_CE10_2,O.F.2,1473,16037,CAp,CA_EC1
CAp.2_O.F.2_CE10_3,O.F.2,4436,141467,CAp,CA_EC2
CAp.2_O.F.2_CE10_4,O.F.2,3305,158491,CAp,CA_EC1
CAp.2_O.F.2_CE10_5,O.F.2,2429,47115,CAp,AA_EC
CAp.2_O.F.2_CE10_6,O.F.2,2081,28392,CAp,CA_EC1
CAp.2_O.F.2_CE10_7,O.F.2,2669,114691,CAp,CA_EC1
CAp.2_O.F.2_CE10_8,O.F.2,2518,34252,CAp,CA_EC2
CAp.2_O.F.2_CE10_9,O.F.2,1938,96297,CAp,CA_EC1
CAp.2_O.F.2_CE10_10,O.F.2,3242,110047,CAp,CA_EC1
CAp.2_O.F.2_CE10_12,O.F.2,4529,182404,CAp,CA_EC1
CAp.2_O.F.2_CE10_13,O.F.2,4480,109829,CAp,CA_EC1
CAp.2_O.F.2_CE10_14,O.F.2,2781,98653,CAp,CA_EC1
CAp.2_O.F.2_CE10_15,O.F.2,2295,45775,CAp,CA_EC1
CAp.2_O.F.2_CE10_16,O.F.2,2621,88922,CAp,AA_EC
CAp.2_O.F.2_CE10_18,O.F.2,2953,39447,CAp,CA_EC1
CAp.2_O.F.2_CE10_19,O.F.2,3636,156451,CAp,CA_EC1
CAp.2_O.F.2_CE10_20,O.F.2,3548,101083,CAp,LY_EC
CAp.2_O.F.2_CE10_21,O.F.2,2056,80643,CAp,CA_EC1
CAp.2_O.F.2_CE10_22,O.F.2,2760,99212,CAp,CA_EC1
CAp.2_O.F.2_CE10_23,O.F.2,4996,39596,CAp,CA_EC2
CAp.2_O.F.2_CE10_24,O.F.2,1044,5184,CAp,CA_EC1
CAp.2_O.F.2_CE10_25,O.F.2,3529,133982,CAp,CA_EC1
CAp.2_O.F.2_CE10_26,O.F.2,4281,130939,CAp,AA_EC
CAp.2_O.F.2_CE10_27,O.F.2,3769,106283,CAp,CA_EC1
CAp.2_O.F.2_CE10_28,O.F.2,2957,55047,CAp,CA_EC1
CAp.2_O.F.2_CE10_29,O.F.2,1831,13984,CAp,CA_EC1
CAp.2_O.F.2_CE10_30,O.F.2,2918,114421,CAp,CA_EC1
CAp.2_O.F.2_CE10_31,O.F.2,3265,98140,CAp,CA_EC2
CAp.2_O.F.2_CE10_32,O.F.2,4924,90654,CAp,LY_EC
CAp.2_O.F.2_CE10_33,O.F.2,2604,81997,CAp,CA_EC1
CAp.2_O.F.2_CE10_34,O.F.2,1495,6514,CAp,CA_EC1
CAp.2_O.F.2_CE10_35,O.F.2,3728,74973,CAp,CA_EC1
CAp.2_O.F.2_CE10_36,O.F.2,2730,94394,CAp,CA_EC1
CAp.2_O.F.2_CE10_37,O.F.2,3152,98633,CAp,CA_EC1
CAp.2_O.F.2_CE10_38,O.F.2,3314,87770,CAp,LY_EC
CAp.2_O.F.2_CE10_39,O.F.2,2330,36086,CAp,CA_EC1
CAp.2_O.F.2_CE10_40,O.F.2,4496,162758,CAp,CA_EC1
CAp.2_O.F.2_CE10_41,O.F.2,5384,350473,CAp,CA_EC1
CAp.2_O.F.2_CE10_42,O.F.2,4546,207663,CAp,AA_EC
CAp.2_O.F.2_CE10_43,O.F.2,4352,87237,CAp,CA_EC1
CAp.2_O.F.2_CE10_44,O.F.2,1900,46166,CAp,CA_EC1
CAp.2_O.F.2_CE10_45,O.F.2,3306,175075,CAp,CA_EC1
CAp.2_O.F.2_CE10_46,O.F.2,1823,14181,CAp,CA_EC1
CAp.2_O.F.2_CE10_47,O.F.2,3724,148829,CAp,CA_EC1
CAp.2_O.F.2_CE10_48,O.F.2,3427,171331,CAp,AA_EC
CAp.2_O.F.2_CE10_49,O.F.2,3766,94110,CAp,AA_EC
CAp.2_O.F.2_CE10_50,O.F.2,3663,141583,CAp,CA_EC2
CAp.2_O.F.2_CE10_51,O.F.2,2299,46064,CAp,CA_EC1
CAp.2_O.F.2_CE10_52,O.F.2,3536,156862,CAp,CA_EC1
CAp.2_O.F.2_CE10_53,O.F.2,2247,67648,CAp,CA_EC1
CAp.2_O.F.2_CE10_54,O.F.2,3165,79891,CAp,CA_EC2
CAp.2_O.F.2_CE10_55,O.F.2,2478,139884,CAp,CA_EC1
CAp.2_O.F.2_CE10_56,O.F.2,2095,56192,CAp,CA_EC1
CAp.2_O.F.2_CE10_58,O.F.2,3361,116214,CAp,CA_EC2
CAp.2_O.F.2_CE10_59,O.F.2,3443,100763,CAp,CA_EC2
CAp.2_O.F.2_CE10_60,O.F.2,3134,57608,CAp,CA_EC1
CAp.2_O.F.2_CE10_61,O.F.2,4441,101124,CAp,CA_SMC
CAp.2_O.F.2_CE10_62,O.F.2,2818,53232,CAp,LY_EC
CAp.2_O.F.2_CE10_63,O.F.2,4385,188779,CAp,CA_EC2
CAp.2_O.F.2_CE10_64,O.F.2,3470,86873,CAp,CA_EC1
CAp.2_O.F.2_CE10_65,O.F.2,4889,167578,CAp,AA_EC
CAp.2_O.F.2_CE10_66,O.F.2,3469,111213,CAp,CA_EC1
CAp.2_O.F.2_CE10_67,O.F.2,3365,132817,CAp,CA_EC1
CAp.2_O.F.2_CE10_68,O.F.2,3982,160463,CAp,LY_EC
CAp.2_O.F.2_CE10_69,O.F.2,3044,84241,CAp,LY_EC
CAp.2_O.F.2_CE10_70,O.F.2,3761,86071,CAp,CA_EC1
CAp.2_O.F.2_CE10_71,O.F.2,3504,171603,CAp,CA_EC1
CAp.2_O.F.2_CE10_72,O.F.2,3186,177701,CAp,CA_EC1
CAp.2_O.F.2_CE10_73,O.F.2,2393,28449,CAp,CA_EC2
CAp.2_O.F.2_CE10_74,O.F.2,3866,212601,CAp,AA_EC
CAp.2_O.F.2_CE10_75,O.F.2,2949,63322,CAp,CA_EC1
CAp.2_O.F.2_CE10_77,O.F.2,2914,176818,CAp,CA_EC1
CAp.2_O.F.2_CE10_78,O.F.2,2242,52062,CAp,CA_EC1
CAp.2_O.F.2_CE10_79,O.F.2,3260,107711,CAp,CA_EC2
CAp.2_O.F.2_CE10_80,O.F.2,3605,142000,CAp,LY_EC
CAp.2_O.F.2_CE10_81,O.F.2,1731,8146,CAp,CA_EC1
CAp.2_O.F.2_CE10_82,O.F.2,3933,130952,CAp,CA_EC1
CAp.2_O.F.2_CE10_83,O.F.2,3070,144100,CAp,LY_EC
CAp.2_O.F.2_CE10_84,O.F.2,2929,85589,CAp,CA_EC1
CAp.2_O.F.2_CE10_85,O.F.2,2414,25938,CAp,CA_EC1
CAp.2_O.F.2_CE10_86,O.F.2,2780,124189,CAp,CA_EC1
CAp.2_O.F.2_CE10_87,O.F.2,3209,114730,CAp,CA_EC1
CAp.2_O.F.2_CE10_88,O.F.2,1765,27072,CAp,CA_EC1
CAp.2_O.F.2_CE10_89,O.F.2,4543,378051,CAp,AA_EC
CAp.2_O.F.2_CE10_90,O.F.2,3195,199877,CAp,CA_EC1
CAp.2_O.F.2_CE10_91,O.F.2,3748,176349,CAp,CA_EC1
CAp.2_O.F.2_CE10_92,O.F.2,3779,213873,CAp,CA_EC2
CAp.2_O.F.2_CE10_93,O.F.2,2873,79904,CAp,CA_EC1
CAp.2_O.F.2_CE10_94,O.F.2,2810,88056,CAp,CA_EC1
CAp.2_O.F.2_CE10_95,O.F.2,5387,222347,CAp,CA_EC1
CAp.2_O.F.2_CE10_96,O.F.2,4126,289676,CAp,CA_EC1
AAn.1_O.M.2_CE11_1,O.M.2,3316,68029,AAn,AF
AAn.1_O.M.2_CE11_2,O.M.2,2702,46683,AAn,AF
AAn.1_O.M.2_CE11_3,O.M.2,3701,60011,AAn,AF
AAn.1_O.M.2_CE11_4,O.M.2,1813,22047,AAn,CA_SMC
AAn.1_O.M.2_CE11_6,O.M.2,2180,14601,AAn,AF
AAn.1_O.M.2_CE11_7,O.M.2,1152,6234,AAn,ILC
AAn.1_O.M.2_CE11_8,O.M.2,2695,13896,AAn,AF
AAn.1_O.M.2_CE11_9,O.M.2,1765,22574,AAn,AA_SMC
AAn.1_O.M.2_CE11_10,O.M.2,2596,45945,AAn,AF
AAn.1_O.M.2_CE11_11,O.M.2,1958,14690,AAn,ILC
AAn.1_O.M.2_CE11_12,O.M.2,1017,3183,AAn,AF
AAn.1_O.M.2_CE11_13,O.M.2,3989,49799,AAn,AF
AAn.1_O.M.2_CE11_14,O.M.2,2978,63427,AAn,AF
AAn.1_O.M.2_CE11_15,O.M.2,3533,101804,AAn,AA_SMC
AAn.1_O.M.2_CE11_16,O.M.2,3123,88309,AAn,AF
AAn.1_O.M.2_CE11_17,O.M.2,3361,44363,AAn,AA_SMC
AAn.1_O.M.2_CE11_18,O.M.2,3902,39882,AAn,AF
AAn.1_O.M.2_CE11_19,O.M.2,2609,38379,AAn,AF
AAn.1_O.M.2_CE11_21,O.M.2,2100,14836,AAn,AF
AAn.1_O.M.2_CE11_22,O.M.2,3056,41725,AAn,AF
AAn.1_O.M.2_CE11_24,O.M.2,2877,21071,AAn,ILC
AAn.1_O.M.2_CE11_25,O.M.2,3970,62106,AAn,AA_SMC
AAn.1_O.M.2_CE11_26,O.M.2,4893,110046,AAn,AF
AAn.1_O.M.2_CE11_27,O.M.2,1632,14434,AAn,ILC
AAn.1_O.M.2_CE11_28,O.M.2,3214,21241,AAn,AF
AAn.1_O.M.2_CE11_29,O.M.2,3832,56308,AAn,AF
AAn.1_O.M.2_CE11_31,O.M.2,2056,10929,AAn,ILC
AAn.1_O.M.2_CE11_33,O.M.2,2651,49779,AAn,AF
AAn.1_O.M.2_CE11_36,O.M.2,2515,21769,AAn,AF
AAn.1_O.M.2_CE11_37,O.M.2,1929,22331,AAn,ILC
AAn.1_O.M.2_CE11_38,O.M.2,1896,35211,AAn,ILC
AAn.1_O.M.2_CE11_39,O.M.2,2254,14661,AAn,AF
AAn.1_O.M.2_CE11_40,O.M.2,2610,40583,AAn,AF
AAn.1_O.M.2_CE11_41,O.M.2,5275,180096,AAn,ILC
AAn.1_O.M.2_CE11_42,O.M.2,1946,23127,AAn,ILC
AAn.1_O.M.2_CE11_44,O.M.2,2805,32228,AAn,ILC
AAn.1_O.M.2_CE11_45,O.M.2,2677,36015,AAn,ILC
AAn.1_O.M.2_CE11_46,O.M.2,3048,20440,AAn,AF
AAn.1_O.M.2_CE11_47,O.M.2,2033,23540,AAn,AF
AAn.1_O.M.2_CE11_48,O.M.2,1561,13237,AAn,AF
AAn.1_O.M.2_CE11_49,O.M.2,2484,27424,AAn,AF
AAn.1_O.M.2_CE11_50,O.M.2,2702,31561,AAn,AF
AAn.1_O.M.2_CE11_51,O.M.2,2162,28438,AAn,ILC
AAn.1_O.M.2_CE11_52,O.M.2,2620,51831,AAn,AF
AAn.1_O.M.2_CE11_53,O.M.2,2209,16049,AAn,AA_SMC
AAn.1_O.M.2_CE11_54,O.M.2,1955,15946,AAn,ILC
AAn.1_O.M.2_CE11_55,O.M.2,8036,349716,AAn,AA_SMC
AAn.1_O.M.2_CE11_57,O.M.2,1816,15517,AAn,ILC
AAn.1_O.M.2_CE11_58,O.M.2,1502,4363,AAn,ILC
AAn.1_O.M.2_CE11_59,O.M.2,2824,22154,AAn,AF
AAn.1_O.M.2_CE11_60,O.M.2,2873,45322,AAn,AA_SMC
AAn.1_O.M.2_CE11_61,O.M.2,3037,32777,AAn,CA_EC2
AAn.1_O.M.2_CE11_62,O.M.2,1626,22613,AAn,ILC
AAn.1_O.M.2_CE11_63,O.M.2,2317,23113,AAn,AF
AAn.1_O.M.2_CE11_64,O.M.2,2173,25275,AAn,AF
AAn.1_O.M.2_CE11_65,O.M.2,3402,24294,AAn,AF
AAn.1_O.M.2_CE11_66,O.M.2,2657,37836,AAn,CA_EC2
AAn.1_O.M.2_CE11_67,O.M.2,2744,57018,AAn,AF
AAn.1_O.M.2_CE11_68,O.M.2,3291,72866,AAn,ILC
AAn.1_O.M.2_CE11_70,O.M.2,1638,17364,AAn,ILC
AAn.1_O.M.2_CE11_71,O.M.2,1337,25320,AAn,ILC
AAn.1_O.M.2_CE11_74,O.M.2,2789,85781,AAn,AA_SMC
AAn.1_O.M.2_CE11_78,O.M.2,2087,16150,AAn,AF
AAn.1_O.M.2_CE11_79,O.M.2,1967,37972,AAn,AF
AAn.1_O.M.2_CE11_80,O.M.2,1440,25806,AAn,ILC
AAn.1_O.M.2_CE11_83,O.M.2,2718,65585,AAn,AF
AAn.1_O.M.2_CE11_84,O.M.2,3854,70540,AAn,ILC
AAn.1_O.M.2_CE11_86,O.M.2,3960,163683,AAn,ILC
AAn.1_O.M.2_CE11_88,O.M.2,1663,7265,AAn,ILC
AAn.1_O.M.2_CE11_89,O.M.2,5098,177998,AAn,ILC
AAn.1_O.M.2_CE11_90,O.M.2,3176,55272,AAn,AF
AAn.1_O.M.2_CE11_91,O.M.2,3173,34116,AAn,ILC
AAn.1_O.M.2_CE11_92,O.M.2,2873,66607,AAn,AF
AAn.1_O.M.2_CE11_93,O.M.2,1807,10631,AAn,AF
AAn.1_O.M.2_CE11_94,O.M.2,3121,58225,AAn,ILC
AAn.1_O.M.2_CE11_95,O.M.2,3051,26556,AAn,ILC
AAn.1_O.M.2_CE11_96,O.M.2,2999,59341,AAn,AF
AAp.1_O.M.2_CE11_1,O.M.2,4502,103074,AAp,AA_EC
AAp.1_O.M.2_CE11_2,O.M.2,3769,85565,AAp,AA_EC
AAp.1_O.M.2_CE11_3,O.M.2,3164,39350,AAp,AA_EC
AAp.1_O.M.2_CE11_4,O.M.2,2963,40396,AAp,AA_EC
AAp.1_O.M.2_CE11_6,O.M.2,2817,28319,AAp,CA_EC2
AAp.1_O.M.2_CE11_7,O.M.2,2687,36847,AAp,AA_EC
AAp.1_O.M.2_CE11_8,O.M.2,2803,22333,AAp,AA_EC
AAp.1_O.M.2_CE11_9,O.M.2,2091,15965,AAp,AA_EC
AAp.1_O.M.2_CE11_10,O.M.2,3332,68857,AAp,AA_EC
AAp.1_O.M.2_CE11_11,O.M.2,3113,51933,AAp,AA_EC
AAp.1_O.M.2_CE11_12,O.M.2,3145,33368,AAp,AA_EC
AAp.1_O.M.2_CE11_13,O.M.2,3295,29605,AAp,AA_EC
AAp.1_O.M.2_CE11_14,O.M.2,3663,101020,AAp,AA_EC
AAp.1_O.M.2_CE11_15,O.M.2,2764,53256,AAp,AA_EC
AAp.1_O.M.2_CE11_16,O.M.2,2633,44351,AAp,AA_EC
AAp.1_O.M.2_CE11_17,O.M.2,3274,47037,AAp,AA_EC
AAp.1_O.M.2_CE11_18,O.M.2,3645,60261,AAp,AA_EC
AAp.1_O.M.2_CE11_19,O.M.2,3272,64361,AAp,CA_EC2
AAp.1_O.M.2_CE11_20,O.M.2,3395,28524,AAp,AA_EC
AAp.1_O.M.2_CE11_22,O.M.2,4077,90222,AAp,AA_EC
AAp.1_O.M.2_CE11_24,O.M.2,3329,36703,AAp,AA_EC
AAp.1_O.M.2_CE11_25,O.M.2,5887,174979,AAp,AA_EC
AAp.1_O.M.2_CE11_26,O.M.2,3324,48185,AAp,AA_EC
AAp.1_O.M.2_CE11_27,O.M.2,1601,7422,AAp,CA_EC2
AAp.1_O.M.2_CE11_28,O.M.2,3311,29529,AAp,AA_EC
AAp.1_O.M.2_CE11_29,O.M.2,3812,61737,AAp,AA_EC
AAp.1_O.M.2_CE11_30,O.M.2,4261,95868,AAp,AA_EC
AAp.1_O.M.2_CE11_31,O.M.2,3222,34333,AAp,AA_EC
AAp.1_O.M.2_CE11_32,O.M.2,2739,13867,AAp,AA_EC
AAp.1_O.M.2_CE11_33,O.M.2,1171,4191,AAp,AA_EC
AAp.1_O.M.2_CE11_35,O.M.2,3037,17755,AAp,AA_EC
AAp.1_O.M.2_CE11_36,O.M.2,4303,62307,AAp,AA_EC
AAp.1_O.M.2_CE11_37,O.M.2,3667,68836,AAp,AA_EC
AAp.1_O.M.2_CE11_38,O.M.2,3923,107625,AAp,AA_EC
AAp.1_O.M.2_CE11_39,O.M.2,2371,16361,AAp,ILC
AAp.1_O.M.2_CE11_40,O.M.2,2762,43915,AAp,AA_EC
AAp.1_O.M.2_CE11_41,O.M.2,1966,25734,AAp,AA_EC
AAp.1_O.M.2_CE11_42,O.M.2,3430,74005,AAp,AA_EC
AAp.1_O.M.2_CE11_43,O.M.2,4156,45965,AAp,AA_EC
AAp.1_O.M.2_CE11_44,O.M.2,2610,37908,AAp,AA_EC
AAp.1_O.M.2_CE11_45,O.M.2,3696,81401,AAp,AA_EC
AAp.1_O.M.2_CE11_46,O.M.2,4164,42702,AAp,AA_EC
AAp.1_O.M.2_CE11_47,O.M.2,3193,60849,AAp,AA_EC
AAp.1_O.M.2_CE11_48,O.M.2,2729,55868,AAp,AA_EC
AAp.1_O.M.2_CE11_49,O.M.2,3404,57020,AAp,AA_EC
AAp.1_O.M.2_CE11_50,O.M.2,3195,52987,AAp,AA_EC
AAp.1_O.M.2_CE11_51,O.M.2,3529,78412,AAp,AA_EC
AAp.1_O.M.2_CE11_52,O.M.2,2149,10644,AAp,AA_EC
AAp.1_O.M.2_CE11_53,O.M.2,2443,29679,AAp,AA_EC
AAp.1_O.M.2_CE11_54,O.M.2,2608,31540,AAp,AA_EC
AAp.1_O.M.2_CE11_55,O.M.2,3237,67332,AAp,AA_EC
AAp.1_O.M.2_CE11_56,O.M.2,2196,14137,AAp,AA_EC
AAp.1_O.M.2_CE11_57,O.M.2,3426,65110,AAp,AA_EC
AAp.1_O.M.2_CE11_58,O.M.2,2449,34326,AAp,CA_EC2
AAp.1_O.M.2_CE11_59,O.M.2,2410,10717,AAp,AA_EC
AAp.1_O.M.2_CE11_60,O.M.2,3301,44139,AAp,AA_EC
AAp.1_O.M.2_CE11_61,O.M.2,3717,58167,AAp,AA_EC
AAp.1_O.M.2_CE11_63,O.M.2,3701,56900,AAp,AA_EC
AAp.1_O.M.2_CE11_64,O.M.2,3543,47327,AAp,AA_EC
AAp.1_O.M.2_CE11_65,O.M.2,4141,42861,AAp,CA_EC2
AAp.1_O.M.2_CE11_66,O.M.2,7135,312908,AAp,AA_EC
AAp.1_O.M.2_CE11_67,O.M.2,2518,35828,AAp,AA_EC
AAp.1_O.M.2_CE11_68,O.M.2,3759,99285,AAp,AA_EC
AAp.1_O.M.2_CE11_69,O.M.2,2885,14800,AAp,AA_EC
AAp.1_O.M.2_CE11_70,O.M.2,2401,17872,AAp,AA_EC
AAp.1_O.M.2_CE11_71,O.M.2,2772,57952,AAp,AA_EC
AAp.1_O.M.2_CE11_72,O.M.2,3568,74807,AAp,AA_EC
AAp.1_O.M.2_CE11_73,O.M.2,2864,20791,AAp,AA_EC
AAp.1_O.M.2_CE11_74,O.M.2,2662,80457,AAp,AA_EC
AAp.1_O.M.2_CE11_75,O.M.2,2541,29821,AAp,AA_EC
AAp.1_O.M.2_CE11_77,O.M.2,4975,228791,AAp,AA_EC
AAp.1_O.M.2_CE11_78,O.M.2,2224,18934,AAp,AA_EC
AAp.1_O.M.2_CE11_79,O.M.2,4443,118233,AAp,AA_EC
AAp.1_O.M.2_CE11_80,O.M.2,3796,95896,AAp,AA_EC
AAp.1_O.M.2_CE11_81,O.M.2,3891,62689,AAp,AA_EC
AAp.1_O.M.2_CE11_82,O.M.2,3473,56010,AAp,AA_EC
AAp.1_O.M.2_CE11_83,O.M.2,2869,83185,AAp,AA_EC
AAp.1_O.M.2_CE11_84,O.M.2,3820,97011,AAp,AA_EC
AAp.1_O.M.2_CE11_86,O.M.2,3800,122589,AAp,AA_EC
AAp.1_O.M.2_CE11_87,O.M.2,3661,57086,AAp,AA_EC
AAp.1_O.M.2_CE11_88,O.M.2,1485,6004,AAp,CA_EC1
AAp.1_O.M.2_CE11_89,O.M.2,3268,120064,AAp,AA_EC
AAp.1_O.M.2_CE11_90,O.M.2,3743,82782,AAp,AA_EC
AAp.1_O.M.2_CE11_91,O.M.2,3427,58030,AAp,AA_EC
AAp.1_O.M.2_CE11_92,O.M.2,4197,136981,AAp,AA_EC
AAp.1_O.M.2_CE11_93,O.M.2,2844,26137,AAp,AA_EC
AAp.1_O.M.2_CE11_94,O.M.2,4218,106018,AAp,AA_EC
AAp.1_O.M.2_CE11_95,O.M.2,4406,59228,AAp,AA_EC
AAp.1_O.M.2_CE11_96,O.M.2,4251,137298,AAp,AA_EC
AAp.2_O.M.2_CE11_1,O.M.2,3291,74170,AAp,AA_EC
AAp.2_O.M.2_CE11_2,O.M.2,3187,72999,AAp,AA_EC
AAp.2_O.M.2_CE11_3,O.M.2,3054,34173,AAp,AA_EC
AAp.2_O.M.2_CE11_4,O.M.2,3206,40870,AAp,CA_EC1
AAp.2_O.M.2_CE11_6,O.M.2,2990,29188,AAp,AA_EC
AAp.2_O.M.2_CE11_7,O.M.2,2167,17732,AAp,AA_EC
AAp.2_O.M.2_CE11_8,O.M.2,2081,11326,AAp,AA_EC
AAp.2_O.M.2_CE11_9,O.M.2,2318,40089,AAp,AA_EC
AAp.2_O.M.2_CE11_10,O.M.2,2844,51015,AAp,AA_EC
AAp.2_O.M.2_CE11_11,O.M.2,2209,19223,AAp,CA_EC2
AAp.2_O.M.2_CE11_12,O.M.2,2674,22859,AAp,AA_EC
AAp.2_O.M.2_CE11_14,O.M.2,2566,46092,AAp,AA_EC
AAp.2_O.M.2_CE11_15,O.M.2,2399,37558,AAp,AA_EC
AAp.2_O.M.2_CE11_16,O.M.2,3142,70009,AAp,AA_EC
AAp.2_O.M.2_CE11_17,O.M.2,3248,66469,AAp,AA_EC
AAp.2_O.M.2_CE11_18,O.M.2,3773,57433,AAp,AA_EC
AAp.2_O.M.2_CE11_19,O.M.2,2624,32822,AAp,AA_EC
AAp.2_O.M.2_CE11_20,O.M.2,3313,25852,AAp,AA_EC
AAp.2_O.M.2_CE11_21,O.M.2,2885,38078,AAp,CA_EC1
AAp.2_O.M.2_CE11_22,O.M.2,2376,23695,AAp,AA_EC
AAp.2_O.M.2_CE11_24,O.M.2,2588,27049,AAp,AA_EC
AAp.2_O.M.2_CE11_25,O.M.2,3287,54892,AAp,AA_EC
AAp.2_O.M.2_CE11_26,O.M.2,3407,71104,AAp,AA_EC
AAp.2_O.M.2_CE11_27,O.M.2,3180,49867,AAp,CA_EC2
AAp.2_O.M.2_CE11_28,O.M.2,3052,23960,AAp,AA_EC
AAp.2_O.M.2_CE11_29,O.M.2,2417,23698,AAp,AA_EC
AAp.2_O.M.2_CE11_30,O.M.2,4319,99759,AAp,AA_EC
AAp.2_O.M.2_CE11_31,O.M.2,3080,27295,AAp,AA_EC
AAp.2_O.M.2_CE11_32,O.M.2,3458,37536,AAp,AA_EC
AAp.2_O.M.2_CE11_33,O.M.2,6178,285423,AAp,AA_EC
AAp.2_O.M.2_CE11_38,O.M.2,3586,111828,AAp,AA_EC
AAp.2_O.M.2_CE11_40,O.M.2,2620,23476,AAp,AA_EC
AAp.2_O.M.2_CE11_41,O.M.2,3269,100407,AAp,AA_EC
AAp.2_O.M.2_CE11_42,O.M.2,3617,92081,AAp,AA_EC
AAp.2_O.M.2_CE11_43,O.M.2,3529,27835,AAp,AA_EC
AAp.2_O.M.2_CE11_44,O.M.2,2926,43227,AAp,AA_EC
AAp.2_O.M.2_CE11_45,O.M.2,2218,28498,AAp,AA_EC
AAp.2_O.M.2_CE11_46,O.M.2,2508,17524,AAp,AA_EC
AAp.2_O.M.2_CE11_47,O.M.2,3327,52185,AAp,AA_EC
AAp.2_O.M.2_CE11_49,O.M.2,3403,60585,AAp,AA_EC
AAp.2_O.M.2_CE11_50,O.M.2,3413,83800,AAp,AA_EC
AAp.2_O.M.2_CE11_51,O.M.2,2966,55575,AAp,AA_EC
AAp.2_O.M.2_CE11_53,O.M.2,1639,13032,AAp,AA_EC
AAp.2_O.M.2_CE11_54,O.M.2,3149,51971,AAp,AA_EC
AAp.2_O.M.2_CE11_55,O.M.2,2681,45097,AAp,AA_EC
AAp.2_O.M.2_CE11_57,O.M.2,3512,56587,AAp,AA_EC
AAp.2_O.M.2_CE11_58,O.M.2,3068,63586,AAp,AA_EC
AAp.2_O.M.2_CE11_59,O.M.2,3060,34012,AAp,CA_EC1
AAp.2_O.M.2_CE11_60,O.M.2,3138,54535,AAp,AA_EC
AAp.2_O.M.2_CE11_61,O.M.2,3704,72609,AAp,AA_EC
AAp.2_O.M.2_CE11_62,O.M.2,1408,10423,AAp,CA_EC2
AAp.2_O.M.2_CE11_63,O.M.2,3261,64281,AAp,AA_EC
AAp.2_O.M.2_CE11_64,O.M.2,5003,109270,AAp,CA_EC2
AAp.2_O.M.2_CE11_65,O.M.2,3248,25672,AAp,AA_EC
AAp.2_O.M.2_CE11_66,O.M.2,3623,91694,AAp,AA_EC
AAp.2_O.M.2_CE11_67,O.M.2,3929,145786,AAp,AA_EC
AAp.2_O.M.2_CE11_69,O.M.2,3180,33366,AAp,AA_EC
AAp.2_O.M.2_CE11_71,O.M.2,2644,71130,AAp,AA_EC
AAp.2_O.M.2_CE11_73,O.M.2,2457,12308,AAp,AA_EC
AAp.2_O.M.2_CE11_74,O.M.2,2160,55361,AAp,AA_EC
AAp.2_O.M.2_CE11_75,O.M.2,2641,29126,AAp,AA_EC
AAp.2_O.M.2_CE11_77,O.M.2,3412,122100,AAp,AA_EC
AAp.2_O.M.2_CE11_78,O.M.2,2367,28217,AAp,AA_EC
AAp.2_O.M.2_CE11_79,O.M.2,3476,95023,AAp,AA_EC
AAp.2_O.M.2_CE11_80,O.M.2,2633,71681,AAp,CA_EC2
AAp.2_O.M.2_CE11_81,O.M.2,2891,25383,AAp,AA_EC
AAp.2_O.M.2_CE11_82,O.M.2,1811,14071,AAp,AA_EC
