CellName,Monkeys,GeneNumber,UMI_counts,Region,cell_type
CAp.2_Y.M.1_CE04_13,Y.M.1,4900,64216,CAp,CA_EC2
CAp.2_Y.M.1_CE04_14,Y.M.1,4456,60187,CAp,CA_EC2
CAp.2_Y.M.1_CE04_15,Y.M.1,4002,63706,CAp,CA_EC2
CAp.2_Y.M.1_CE04_16,Y.M.1,4073,57584,CAp,CA_EC2
CAp.2_Y.M.1_CE04_17,Y.M.1,3421,35728,CAp,CA_EC2
CAp.2_Y.M.1_CE04_18,Y.M.1,5149,70557,CAp,CA_EC2
CAp.2_Y.M.1_CE04_19,Y.M.1,4899,111139,CAp,CA_EC2
CAp.2_Y.M.1_CE04_20,Y.M.1,3771,38737,CAp,CA_EC2
CAp.2_Y.M.1_CE04_21,Y.M.1,4755,109355,CAp,CA_EC1
CAp.2_Y.M.1_CE04_22,Y.M.1,4633,46180,CAp,CA_EC2
CAp.2_Y.M.1_CE04_23,Y.M.1,1471,4108,CAp,AF
CAp.2_Y.M.1_CE04_24,Y.M.1,3899,13015,CAp,CA_EC2
CAp.2_Y.M.1_CE04_25,Y.M.1,3764,60977,CAp,CA_EC1
CAp.2_Y.M.1_CE04_26,Y.M.1,5658,99292,CAp,CA_EC2
CAp.2_Y.M.1_CE04_27,Y.M.1,4382,27460,CAp,CA_EC2
CAp.2_Y.M.1_CE04_28,Y.M.1,1791,4451,CAp,CA_EC2
CAp.2_Y.M.1_CE04_29,Y.M.1,3229,14438,CAp,CA_EC2
CAp.2_Y.M.1_CE04_30,Y.M.1,3721,56186,CAp,CA_EC2
CAp.2_Y.M.1_CE04_31,Y.M.1,2845,27061,CAp,CA_EC2
CAp.2_Y.M.1_CE04_32,Y.M.1,2143,6951,CAp,CA_EC2
CAp.2_Y.M.1_CE04_33,Y.M.1,3962,99844,CAp,CA_EC2
CAp.2_Y.M.1_CE04_34,Y.M.1,2586,12918,CAp,LY_EC
CAp.2_Y.M.1_CE04_35,Y.M.1,3106,18689,CAp,CA_EC2
CAp.2_Y.M.1_CE04_36,Y.M.1,4365,95869,CAp,CA_EC2
CAp.2_Y.M.1_CE04_37,Y.M.1,3857,42141,CAp,CA_EC2
CAp.2_Y.M.1_CE04_38,Y.M.1,4272,69058,CAp,LY_EC
CAp.2_Y.M.1_CE04_39,Y.M.1,2162,10883,CAp,CA_EC2
CAp.2_Y.M.1_CE04_40,Y.M.1,3800,65953,CAp,CA_EC2
CAp.2_Y.M.1_CE04_41,Y.M.1,4048,109566,CAp,CA_EC2
CAp.2_Y.M.1_CE04_42,Y.M.1,2549,23513,CAp,CA_EC2
CAp.2_Y.M.1_CE04_43,Y.M.1,1939,4520,CAp,CA_EC2
CAp.2_Y.M.1_CE04_44,Y.M.1,3960,180022,CAp,CA_EC2
CAp.2_Y.M.1_CE04_45,Y.M.1,3237,116391,CAp,LY_EC
CAp.2_Y.M.1_CE04_46,Y.M.1,2554,23202,CAp,CA_EC2
CAp.2_Y.M.1_CE04_47,Y.M.1,2550,22118,CAp,CA_EC2
CAp.2_Y.M.1_CE04_48,Y.M.1,3400,70236,CAp,CA_EC2
CAp.2_Y.M.1_CE04_49,Y.M.1,3710,41590,CAp,CA_EC2
CAp.2_Y.M.1_CE04_50,Y.M.1,3754,78655,CAp,CA_EC2
CAp.2_Y.M.1_CE04_51,Y.M.1,3658,87469,CAp,CA_EC2
CAp.2_Y.M.1_CE04_53,Y.M.1,2894,47582,CAp,CA_EC2
CAp.2_Y.M.1_CE04_54,Y.M.1,2545,25211,CAp,CA_EC2
CAp.2_Y.M.1_CE04_55,Y.M.1,1827,16143,CAp,CA_EC2
CAp.2_Y.M.1_CE04_56,Y.M.1,2797,49090,CAp,CA_EC2
CAp.2_Y.M.1_CE04_57,Y.M.1,2706,31022,CAp,CA_EC1
CAp.2_Y.M.1_CE04_58,Y.M.1,4583,78255,CAp,ILC
CAp.2_Y.M.1_CE04_59,Y.M.1,4170,33672,CAp,CA_EC2
CAp.2_Y.M.1_CE04_60,Y.M.1,3600,24256,CAp,CA_EC2
CAp.2_Y.M.1_CE04_61,Y.M.1,4626,61751,CAp,CA_EC2
CAp.2_Y.M.1_CE04_62,Y.M.1,3588,41462,CAp,CA_EC2
CAp.2_Y.M.1_CE04_63,Y.M.1,5287,120226,CAp,CA_EC2
CAp.2_Y.M.1_CE04_64,Y.M.1,2981,33587,CAp,CA_EC2
CAp.2_Y.M.1_CE04_65,Y.M.1,3655,42447,CAp,CA_EC2
CAp.2_Y.M.1_CE04_66,Y.M.1,4440,82036,CAp,CA_EC2
CAp.2_Y.M.1_CE04_67,Y.M.1,4690,125725,CAp,LY_EC
CAp.2_Y.M.1_CE04_68,Y.M.1,4047,143844,CAp,CA_EC2
CAp.2_Y.M.1_CE04_69,Y.M.1,2318,8621,CAp,CA_EC2
CAp.2_Y.M.1_CE04_70,Y.M.1,3292,34057,CAp,CA_EC2
CAp.2_Y.M.1_CE04_71,Y.M.1,2542,26875,CAp,CA_EC2
CAp.2_Y.M.1_CE04_72,Y.M.1,3508,117091,CAp,CA_EC2
CAp.2_Y.M.1_CE04_73,Y.M.1,2295,15803,CAp,CA_EC2
CAp.2_Y.M.1_CE04_74,Y.M.1,3655,61236,CAp,CA_EC2
CAp.2_Y.M.1_CE04_75,Y.M.1,4414,43163,CAp,CA_EC2
CAp.2_Y.M.1_CE04_77,Y.M.1,1648,8089,CAp,CA_EC2
CAp.2_Y.M.1_CE04_79,Y.M.1,3616,62530,CAp,CA_EC2
CAp.2_Y.M.1_CE04_80,Y.M.1,3418,72047,CAp,CA_EC2
AAn.1_Y.M.2_CE05_1,Y.M.2,3247,46852,AAn,AF
AAn.1_Y.M.2_CE05_2,Y.M.2,3336,60972,AAn,AA_SMC
AAn.1_Y.M.2_CE05_3,Y.M.2,3750,72283,AAn,AF
AAn.1_Y.M.2_CE05_4,Y.M.2,3097,52373,AAn,AA_SMC
AAn.1_Y.M.2_CE05_5,Y.M.2,2549,13810,AAn,AA_SMC
AAn.1_Y.M.2_CE05_6,Y.M.2,3119,39525,AAn,AA_SMC
AAn.1_Y.M.2_CE05_7,Y.M.2,2706,28414,AAn,AA_SMC
AAn.1_Y.M.2_CE05_8,Y.M.2,2526,17561,AAn,AA_SMC
AAn.1_Y.M.2_CE05_9,Y.M.2,3396,103934,AAn,AF
AAn.1_Y.M.2_CE05_10,Y.M.2,3494,65300,AAn,AF
AAn.1_Y.M.2_CE05_11,Y.M.2,2768,48768,AAn,AF
AAn.1_Y.M.2_CE05_12,Y.M.2,2026,14341,AAn,AA_SMC
AAn.1_Y.M.2_CE05_13,Y.M.2,3104,30719,AAn,AF
AAn.1_Y.M.2_CE05_14,Y.M.2,2878,75625,AAn,AA_EC
AAn.1_Y.M.2_CE05_16,Y.M.2,4320,133029,AAn,AF
AAn.1_Y.M.2_CE05_17,Y.M.2,2989,30901,AAn,AA_SMC
AAn.1_Y.M.2_CE05_18,Y.M.2,3841,51299,AAn,AA_SMC
AAn.1_Y.M.2_CE05_19,Y.M.2,2935,52101,AAn,AA_SMC
AAn.1_Y.M.2_CE05_20,Y.M.2,2706,18080,AAn,AF
AAn.1_Y.M.2_CE05_21,Y.M.2,3309,39153,AAn,AA_SMC
AAn.1_Y.M.2_CE05_22,Y.M.2,3721,70407,AAn,AA_SMC
AAn.1_Y.M.2_CE05_23,Y.M.2,1522,3818,AAn,AA_SMC
AAn.1_Y.M.2_CE05_24,Y.M.2,3610,60366,AAn,AF
AAn.1_Y.M.2_CE05_25,Y.M.2,3979,88158,AAn,AF
AAn.1_Y.M.2_CE05_26,Y.M.2,3413,48545,AAn,AF
AAn.1_Y.M.2_CE05_27,Y.M.2,3970,57832,AAn,AF
AAn.1_Y.M.2_CE05_28,Y.M.2,2210,15783,AAn,AA_SMC
AAn.1_Y.M.2_CE05_29,Y.M.2,3373,53850,AAn,AF
AAn.1_Y.M.2_CE05_30,Y.M.2,3447,96069,AAn,AF
AAn.1_Y.M.2_CE05_31,Y.M.2,1958,14052,AAn,AA_SMC
AAn.1_Y.M.2_CE05_32,Y.M.2,4004,36202,AAn,AA_SMC
AAn.1_Y.M.2_CE05_33,Y.M.2,6979,284714,AAn,AA_SMC
AAn.1_Y.M.2_CE05_34,Y.M.2,2414,11398,AAn,AF
AAn.1_Y.M.2_CE05_35,Y.M.2,4346,56376,AAn,ILC
AAn.1_Y.M.2_CE05_36,Y.M.2,3466,51430,AAn,AA_SMC
AAn.1_Y.M.2_CE05_37,Y.M.2,3807,71214,AAn,AA_SMC
AAn.1_Y.M.2_CE05_38,Y.M.2,3174,95326,AAn,AA_SMC
AAn.1_Y.M.2_CE05_39,Y.M.2,2428,23902,AAn,AF
AAn.1_Y.M.2_CE05_40,Y.M.2,3711,81471,AAn,AA_SMC
AAn.1_Y.M.2_CE05_41,Y.M.2,2963,31762,AAn,AF
AAn.1_Y.M.2_CE05_42,Y.M.2,4334,49447,AAn,AF
AAn.1_Y.M.2_CE05_43,Y.M.2,3164,15547,AAn,AF
AAn.1_Y.M.2_CE05_44,Y.M.2,3082,26356,AAn,AF
AAn.1_Y.M.2_CE05_45,Y.M.2,3266,29605,AAn,AF
AAn.1_Y.M.2_CE05_46,Y.M.2,2145,9473,AAn,AF
AAn.1_Y.M.2_CE05_47,Y.M.2,2857,23000,AAn,AF
AAn.1_Y.M.2_CE05_48,Y.M.2,3166,28420,AAn,AA_SMC
AAn.1_Y.M.2_CE05_50,Y.M.2,3340,61162,AAn,AF
AAn.1_Y.M.2_CE05_51,Y.M.2,3061,61033,AAn,AF
AAn.1_Y.M.2_CE05_52,Y.M.2,4419,125598,AAn,AA_SMC
AAn.1_Y.M.2_CE05_53,Y.M.2,3188,53335,AAn,AA_SMC
AAn.1_Y.M.2_CE05_54,Y.M.2,4316,72520,AAn,AA_SMC
AAn.1_Y.M.2_CE05_55,Y.M.2,3739,98801,AAn,AF
AAn.1_Y.M.2_CE05_56,Y.M.2,2897,30298,AAn,AA_SMC
AAn.1_Y.M.2_CE05_57,Y.M.2,3360,49857,AAn,AF
AAn.1_Y.M.2_CE05_58,Y.M.2,3376,70682,AAn,AF
AAn.1_Y.M.2_CE05_59,Y.M.2,3120,31109,AAn,AA_SMC
AAn.1_Y.M.2_CE05_60,Y.M.2,3841,49530,AAn,AA_SMC
AAn.1_Y.M.2_CE05_61,Y.M.2,3461,46621,AAn,AA_SMC
AAn.1_Y.M.2_CE05_62,Y.M.2,2520,52304,AAn,AF
AAn.1_Y.M.2_CE05_64,Y.M.2,3491,67443,AAn,AA_SMC
AAn.1_Y.M.2_CE05_65,Y.M.2,3501,28769,AAn,AA_SMC
AAn.1_Y.M.2_CE05_66,Y.M.2,4247,122732,AAn,AF
AAn.1_Y.M.2_CE05_67,Y.M.2,4448,141269,AAn,AF
AAn.1_Y.M.2_CE05_70,Y.M.2,4034,62977,AAn,AF
AAn.1_Y.M.2_CE05_71,Y.M.2,3074,67711,AAn,AA_SMC
AAn.1_Y.M.2_CE05_72,Y.M.2,3346,98088,AAn,AF
AAn.1_Y.M.2_CE05_73,Y.M.2,2234,14176,AAn,AF
AAn.1_Y.M.2_CE05_74,Y.M.2,2425,73079,AAn,AF
AAn.1_Y.M.2_CE05_75,Y.M.2,2905,38565,AAn,AF
AAn.1_Y.M.2_CE05_76,Y.M.2,1742,7964,AAn,AF
AAn.1_Y.M.2_CE05_77,Y.M.2,1597,37471,AAn,AF
AAn.1_Y.M.2_CE05_78,Y.M.2,1882,17659,AAn,AF
AAn.1_Y.M.2_CE05_79,Y.M.2,5388,197187,AAn,AF
AAn.1_Y.M.2_CE05_80,Y.M.2,1077,5048,AAn,AF
AAn.1_Y.M.2_CE05_81,Y.M.2,3195,40255,AAn,AF
AAn.1_Y.M.2_CE05_82,Y.M.2,2052,19520,AAn,AA_SMC
AAn.1_Y.M.2_CE05_83,Y.M.2,3554,95091,AAn,AA_SMC
AAn.1_Y.M.2_CE05_84,Y.M.2,2769,48258,AAn,AF
AAn.1_Y.M.2_CE05_85,Y.M.2,2134,9288,AAn,AF
AAn.1_Y.M.2_CE05_86,Y.M.2,3643,148292,AAn,AA_SMC
AAn.1_Y.M.2_CE05_87,Y.M.2,2853,34521,AAn,AA_SMC
AAn.1_Y.M.2_CE05_88,Y.M.2,2415,18475,AAn,AF
AAn.1_Y.M.2_CE05_89,Y.M.2,3199,104033,AAn,AF
AAn.1_Y.M.2_CE05_90,Y.M.2,2591,51786,AAn,AF
AAn.1_Y.M.2_CE05_91,Y.M.2,3119,58716,AAn,AF
AAn.1_Y.M.2_CE05_92,Y.M.2,3064,85397,AAn,AF
AAn.1_Y.M.2_CE05_93,Y.M.2,3186,36199,AAn,AA_SMC
AAn.1_Y.M.2_CE05_94,Y.M.2,3245,98913,AAn,AF
AAn.1_Y.M.2_CE05_95,Y.M.2,3650,44043,AAn,AF
AAn.1_Y.M.2_CE05_96,Y.M.2,6611,472797,AAn,AF
AAp.1_Y.M.2_CE05_1,Y.M.2,3813,55176,AAp,AA_EC
AAp.1_Y.M.2_CE05_2,Y.M.2,3421,56358,AAp,AA_EC
AAp.1_Y.M.2_CE05_3,Y.M.2,1448,3344,AAp,AA_EC
AAp.1_Y.M.2_CE05_4,Y.M.2,3064,51099,AAp,AA_EC
AAp.1_Y.M.2_CE05_5,Y.M.2,2728,20052,AAp,AA_EC
AAp.1_Y.M.2_CE05_6,Y.M.2,2544,28617,AAp,AA_EC
AAp.1_Y.M.2_CE05_7,Y.M.2,1667,13211,AAp,AA_EC
AAp.1_Y.M.2_CE05_8,Y.M.2,3090,21882,AAp,AF
AAp.1_Y.M.2_CE05_9,Y.M.2,1351,9695,AAp,AA_EC
AAp.1_Y.M.2_CE05_10,Y.M.2,4065,78842,AAp,AA_EC
AAp.1_Y.M.2_CE05_12,Y.M.2,1576,5897,AAp,AA_EC
AAp.1_Y.M.2_CE05_13,Y.M.2,3297,38347,AAp,AA_EC
AAp.1_Y.M.2_CE05_14,Y.M.2,3694,106756,AAp,AA_EC
AAp.1_Y.M.2_CE05_15,Y.M.2,1702,5761,AAp,AA_EC
AAp.1_Y.M.2_CE05_16,Y.M.2,4594,77505,AAp,AF
AAp.1_Y.M.2_CE05_17,Y.M.2,2509,26454,AAp,AA_EC
AAp.1_Y.M.2_CE05_18,Y.M.2,4117,59447,AAp,AA_EC
AAp.1_Y.M.2_CE05_19,Y.M.2,4253,100385,AAp,AA_EC
AAp.1_Y.M.2_CE05_20,Y.M.2,3504,38769,AAp,AA_EC
AAp.1_Y.M.2_CE05_21,Y.M.2,1165,3666,AAp,AA_EC
AAp.1_Y.M.2_CE05_22,Y.M.2,4837,121745,AAp,AA_EC
AAp.1_Y.M.2_CE05_24,Y.M.2,3695,39106,AAp,AA_EC
AAp.1_Y.M.2_CE05_25,Y.M.2,3395,65472,AAp,CA_EC2
AAp.1_Y.M.2_CE05_26,Y.M.2,2165,24661,AAp,AA_EC
AAp.1_Y.M.2_CE05_27,Y.M.2,2524,23775,AAp,AA_EC
AAp.1_Y.M.2_CE05_28,Y.M.2,2798,29489,AAp,AA_EC
AAp.1_Y.M.2_CE05_29,Y.M.2,3091,32198,AAp,AA_EC
AAp.1_Y.M.2_CE05_30,Y.M.2,3526,90373,AAp,AA_EC
AAp.1_Y.M.2_CE05_31,Y.M.2,3863,59229,AAp,AA_EC
AAp.1_Y.M.2_CE05_32,Y.M.2,3845,33987,AAp,AA_EC
AAp.1_Y.M.2_CE05_33,Y.M.2,2564,52318,AAp,AA_EC
AAp.1_Y.M.2_CE05_34,Y.M.2,2027,9101,AAp,AA_EC
AAp.1_Y.M.2_CE05_35,Y.M.2,1317,3776,AAp,AA_EC
AAp.1_Y.M.2_CE05_36,Y.M.2,3554,64412,AAp,AA_EC
AAp.1_Y.M.2_CE05_38,Y.M.2,3653,112147,AAp,AA_EC
AAp.1_Y.M.2_CE05_39,Y.M.2,2589,34109,AAp,ILC
AAp.1_Y.M.2_CE05_40,Y.M.2,3677,89815,AAp,AA_EC
AAp.1_Y.M.2_CE05_41,Y.M.2,3675,86991,AAp,AA_EC
AAp.1_Y.M.2_CE05_42,Y.M.2,3589,79930,AAp,AA_EC
AAp.1_Y.M.2_CE05_43,Y.M.2,3231,23436,AAp,AA_EC
AAp.1_Y.M.2_CE05_44,Y.M.2,1363,9810,AAp,AA_EC
AAp.1_Y.M.2_CE05_45,Y.M.2,1920,17458,AAp,CA_EC1
AAp.1_Y.M.2_CE05_46,Y.M.2,3246,27019,AAp,AA_EC
AAp.1_Y.M.2_CE05_47,Y.M.2,4708,93920,AAp,AA_EC
AAp.1_Y.M.2_CE05_48,Y.M.2,3704,99092,AAp,AA_EC
AAp.1_Y.M.2_CE05_49,Y.M.2,3499,44601,AAp,AA_EC
AAp.1_Y.M.2_CE05_50,Y.M.2,3480,85368,AAp,AA_EC
AAp.1_Y.M.2_CE05_51,Y.M.2,3115,72186,AAp,AA_EC
AAp.1_Y.M.2_CE05_52,Y.M.2,2946,48386,AAp,AA_EC
AAp.1_Y.M.2_CE05_53,Y.M.2,2828,46866,AAp,AA_EC
AAp.1_Y.M.2_CE05_55,Y.M.2,2298,46566,AAp,AA_EC
AAp.1_Y.M.2_CE05_56,Y.M.2,2433,22322,AAp,AA_EC
AAp.1_Y.M.2_CE05_57,Y.M.2,3740,43524,AAp,AA_EC
AAp.1_Y.M.2_CE05_58,Y.M.2,2607,42270,AAp,AA_EC
AAp.1_Y.M.2_CE05_59,Y.M.2,3932,54811,AAp,AA_EC
AAp.1_Y.M.2_CE05_60,Y.M.2,1985,7882,AAp,AA_EC
AAp.1_Y.M.2_CE05_61,Y.M.2,3621,58233,AAp,AA_EC
AAp.1_Y.M.2_CE05_62,Y.M.2,1959,8222,AAp,AA_EC
AAp.1_Y.M.2_CE05_63,Y.M.2,3690,73979,AAp,AA_EC
AAp.1_Y.M.2_CE05_64,Y.M.2,3132,45121,AAp,AA_EC
AAp.1_Y.M.2_CE05_65,Y.M.2,3802,22670,AAp,AA_EC
AAp.1_Y.M.2_CE05_66,Y.M.2,3571,86227,AAp,AA_EC
AAp.1_Y.M.2_CE05_67,Y.M.2,4135,123222,AAp,AA_EC
AAp.1_Y.M.2_CE05_68,Y.M.2,3980,105404,AAp,AA_EC
AAp.1_Y.M.2_CE05_69,Y.M.2,3993,49708,AAp,AA_EC
AAp.1_Y.M.2_CE05_70,Y.M.2,3828,60422,AAp,AA_EC
AAp.1_Y.M.2_CE05_71,Y.M.2,3107,57731,AAp,CA_EC2
AAp.1_Y.M.2_CE05_72,Y.M.2,2850,46105,AAp,CA_EC1
AAp.1_Y.M.2_CE05_73,Y.M.2,3252,24520,AAp,AA_EC
AAp.1_Y.M.2_CE05_74,Y.M.2,3555,120455,AAp,AA_EC
AAp.1_Y.M.2_CE05_75,Y.M.2,3391,42520,AAp,AA_EC
AAp.1_Y.M.2_CE05_76,Y.M.2,3039,21335,AAp,AA_EC
AAp.1_Y.M.2_CE05_77,Y.M.2,3479,125604,AAp,AA_EC
AAp.1_Y.M.2_CE05_78,Y.M.2,3153,57357,AAp,AA_EC
AAp.1_Y.M.2_CE05_79,Y.M.2,3862,92073,AAp,AA_EC
AAp.1_Y.M.2_CE05_80,Y.M.2,3823,103651,AAp,CA_EC2
AAp.1_Y.M.2_CE05_81,Y.M.2,5163,68407,AAp,AA_EC
AAp.1_Y.M.2_CE05_82,Y.M.2,3140,45512,AAp,AA_EC
AAp.1_Y.M.2_CE05_83,Y.M.2,3980,130559,AAp,AA_EC
AAp.1_Y.M.2_CE05_84,Y.M.2,3666,82257,AAp,AA_EC
AAp.1_Y.M.2_CE05_85,Y.M.2,2029,11442,AAp,AA_EC
AAp.1_Y.M.2_CE05_86,Y.M.2,3280,125592,AAp,AA_EC
AAp.1_Y.M.2_CE05_87,Y.M.2,2936,47735,AAp,CA_EC2
AAp.1_Y.M.2_CE05_88,Y.M.2,3037,31945,AAp,AA_EC
AAp.1_Y.M.2_CE05_89,Y.M.2,3028,99132,AAp,AA_EC
AAp.1_Y.M.2_CE05_90,Y.M.2,2602,57754,AAp,AA_EC
AAp.1_Y.M.2_CE05_91,Y.M.2,3021,45179,AAp,AA_EC
AAp.1_Y.M.2_CE05_92,Y.M.2,3575,122703,AAp,AA_EC
AAp.1_Y.M.2_CE05_93,Y.M.2,1936,31088,AAp,CA_EC2
AAp.1_Y.M.2_CE05_94,Y.M.2,2506,53179,AAp,AA_EC
AAp.1_Y.M.2_CE05_95,Y.M.2,3485,50423,AAp,AA_EC
AAp.1_Y.M.2_CE05_96,Y.M.2,2986,102772,AAp,AA_EC
AAp.2_Y.M.2_CE05_1,Y.M.2,4381,106586,AAp,AA_EC
AAp.2_Y.M.2_CE05_2,Y.M.2,1904,28479,AAp,AA_EC
AAp.2_Y.M.2_CE05_3,Y.M.2,1289,4014,AAp,AA_EC
AAp.2_Y.M.2_CE05_4,Y.M.2,1372,8416,AAp,AA_EC
AAp.2_Y.M.2_CE05_6,Y.M.2,2219,17815,AAp,AA_EC
AAp.2_Y.M.2_CE05_7,Y.M.2,1713,16872,AAp,AA_EC
AAp.2_Y.M.2_CE05_8,Y.M.2,2147,12703,AAp,AA_EC
AAp.2_Y.M.2_CE05_9,Y.M.2,1609,20627,AAp,AA_EC
AAp.2_Y.M.2_CE05_10,Y.M.2,2476,45200,AAp,AA_EC
AAp.2_Y.M.2_CE05_11,Y.M.2,2411,29974,AAp,AA_EC
AAp.2_Y.M.2_CE05_12,Y.M.2,1748,11219,AAp,AA_EC
AAp.2_Y.M.2_CE05_13,Y.M.2,2708,31300,AAp,AA_EC
AAp.2_Y.M.2_CE05_14,Y.M.2,2408,55348,AAp,AA_EC
AAp.2_Y.M.2_CE05_15,Y.M.2,2633,64119,AAp,AA_EC
AAp.2_Y.M.2_CE05_16,Y.M.2,3610,91666,AAp,AA_SMC
AAp.2_Y.M.2_CE05_17,Y.M.2,2294,23834,AAp,AA_EC
AAp.2_Y.M.2_CE05_18,Y.M.2,2605,24075,AAp,AA_EC
AAp.2_Y.M.2_CE05_19,Y.M.2,3313,67234,AAp,AA_EC
AAp.2_Y.M.2_CE05_20,Y.M.2,2600,18590,AAp,AA_EC
AAp.2_Y.M.2_CE05_21,Y.M.2,2132,23203,AAp,AA_EC
AAp.2_Y.M.2_CE05_22,Y.M.2,3479,75661,AAp,AA_EC
AAp.2_Y.M.2_CE05_25,Y.M.2,3199,60087,AAp,AA_EC
AAp.2_Y.M.2_CE05_26,Y.M.2,2172,25955,AAp,AA_EC
AAp.2_Y.M.2_CE05_27,Y.M.2,4034,74452,AAp,AA_EC
AAp.2_Y.M.2_CE05_28,Y.M.2,2341,17863,AAp,AA_EC
AAp.2_Y.M.2_CE05_29,Y.M.2,2721,40434,AAp,AA_EC
AAp.2_Y.M.2_CE05_30,Y.M.2,3419,86002,AAp,AA_EC
AAp.2_Y.M.2_CE05_32,Y.M.2,2799,20301,AAp,AA_EC
AAp.2_Y.M.2_CE05_33,Y.M.2,3269,79447,AAp,AA_EC
AAp.2_Y.M.2_CE05_34,Y.M.2,1600,5999,AAp,AA_EC
AAp.2_Y.M.2_CE05_35,Y.M.2,3045,24215,AAp,AA_EC
AAp.2_Y.M.2_CE05_36,Y.M.2,3013,40860,AAp,AA_EC
AAp.2_Y.M.2_CE05_37,Y.M.2,4309,120336,AAp,AA_EC
AAp.2_Y.M.2_CE05_38,Y.M.2,2662,78094,AAp,AA_EC
AAp.2_Y.M.2_CE05_39,Y.M.2,2989,32298,AAp,AA_EC
AAp.2_Y.M.2_CE05_40,Y.M.2,4597,113812,AAp,AA_EC
AAp.2_Y.M.2_CE05_41,Y.M.2,4159,139703,AAp,AA_EC
AAp.2_Y.M.2_CE05_42,Y.M.2,3435,65874,AAp,AA_EC
AAp.2_Y.M.2_CE05_43,Y.M.2,2671,13465,AAp,AA_EC
AAp.2_Y.M.2_CE05_44,Y.M.2,1204,7962,AAp,AA_EC
AAp.2_Y.M.2_CE05_45,Y.M.2,2761,48540,AAp,AA_EC
AAp.2_Y.M.2_CE05_46,Y.M.2,2394,15463,AAp,AA_EC
AAp.2_Y.M.2_CE05_47,Y.M.2,2728,50332,AAp,CA_EC2
AAp.2_Y.M.2_CE05_48,Y.M.2,3239,81356,AAp,AA_EC
AAp.2_Y.M.2_CE05_49,Y.M.2,5796,150540,AAp,AA_EC
AAp.2_Y.M.2_CE05_50,Y.M.2,2162,29927,AAp,AA_EC
AAp.2_Y.M.2_CE05_51,Y.M.2,1911,21465,AAp,AA_EC
AAp.2_Y.M.2_CE05_52,Y.M.2,2936,73814,AAp,AA_EC
AAp.2_Y.M.2_CE05_53,Y.M.2,2408,29212,AAp,AA_EC
AAp.2_Y.M.2_CE05_54,Y.M.2,2692,48111,AAp,AA_EC
AAp.2_Y.M.2_CE05_55,Y.M.2,3196,62931,AAp,AA_EC
AAp.2_Y.M.2_CE05_56,Y.M.2,2502,16831,AAp,AA_EC
AAp.2_Y.M.2_CE05_57,Y.M.2,2078,21277,AAp,AA_EC
AAp.2_Y.M.2_CE05_58,Y.M.2,2921,60281,AAp,AA_EC
AAp.2_Y.M.2_CE05_59,Y.M.2,2004,13850,AAp,AA_SMC
AAp.2_Y.M.2_CE05_60,Y.M.2,3209,46556,AAp,AA_EC
AAp.2_Y.M.2_CE05_61,Y.M.2,2808,33685,AAp,AA_EC
AAp.2_Y.M.2_CE05_62,Y.M.2,3202,81651,AAp,AA_EC
AAp.2_Y.M.2_CE05_63,Y.M.2,1287,7966,AAp,AA_EC
AAp.2_Y.M.2_CE05_64,Y.M.2,2536,34838,AAp,AA_EC
AAp.2_Y.M.2_CE05_65,Y.M.2,3491,43084,AAp,AA_EC
AAp.2_Y.M.2_CE05_66,Y.M.2,3467,83189,AAp,AA_EC
AAp.2_Y.M.2_CE05_67,Y.M.2,3063,80064,AAp,AA_EC
AAp.2_Y.M.2_CE05_68,Y.M.2,2042,21320,AAp,AA_EC
AAp.2_Y.M.2_CE05_69,Y.M.2,2023,8146,AAp,AA_EC
AAp.2_Y.M.2_CE05_70,Y.M.2,2491,29411,AAp,AA_EC
AAp.2_Y.M.2_CE05_71,Y.M.2,2457,54426,AAp,AA_EC
AAp.2_Y.M.2_CE05_73,Y.M.2,2855,17694,AAp,AA_EC
AAp.2_Y.M.2_CE05_74,Y.M.2,2305,57987,AAp,AA_EC
AAp.2_Y.M.2_CE05_75,Y.M.2,3176,46458,AAp,AA_EC
AAp.2_Y.M.2_CE05_77,Y.M.2,2122,53581,AAp,AA_EC
AAp.2_Y.M.2_CE05_78,Y.M.2,2294,24812,AAp,AA_EC
AAp.2_Y.M.2_CE05_79,Y.M.2,3380,102614,AAp,AA_EC
AAp.2_Y.M.2_CE05_80,Y.M.2,2417,54053,AAp,AA_EC
AAp.2_Y.M.2_CE05_81,Y.M.2,1776,13463,AAp,AA_EC
AAp.2_Y.M.2_CE05_82,Y.M.2,2550,33192,AAp,AA_EC
AAp.2_Y.M.2_CE05_83,Y.M.2,3123,95152,AAp,AA_EC
AAp.2_Y.M.2_CE05_84,Y.M.2,1232,5798,AAp,AA_EC
AAp.2_Y.M.2_CE05_85,Y.M.2,2695,14147,AAp,AA_EC
AAp.2_Y.M.2_CE05_86,Y.M.2,2962,122723,AAp,AA_EC
AAp.2_Y.M.2_CE05_88,Y.M.2,1892,11388,AAp,AA_EC
AAp.2_Y.M.2_CE05_89,Y.M.2,1948,38301,AAp,AA_EC
AAp.2_Y.M.2_CE05_90,Y.M.2,2799,39702,AAp,AA_EC
AAp.2_Y.M.2_CE05_91,Y.M.2,2320,30099,AAp,AA_EC
AAp.2_Y.M.2_CE05_92,Y.M.2,2868,92837,AAp,AA_EC
AAp.2_Y.M.2_CE05_93,Y.M.2,1678,11442,AAp,AA_EC
